name,asian_indian,chinese,filipino,japanese,korean,vietnamese
AKIRO,0,0,0,1.2826844019163307e-5,0,0
AKISHI,0,0,0,1.2826844019163307e-5,0,0
AKISHIGE,0,0,0,2.5653688038326613e-5,0,0
AKITADA,0,0,0,1.2826844019163307e-5,0,0
AKITAKA,0,0,0,3.206711004790827e-5,0,0
AKITAKE,0,0,0,3.206711004790827e-5,0,0
AKITERU,0,0,0,1.2826844019163307e-5,0,0
AKITO,0,0,0,3.5273821052699087e-4,0,0
AKITOMO,0,0,0,3.8480532057489915e-5,0,0
AKITOSHI,0,0,0,1.3468186220121471e-4,0,0
AKITSU,0,0,0,1.2826844019163307e-5,0,0
AKITSUGU,0,0,0,3.8480532057489915e-5,0,0
AKITSUNE,0,0,0,1.2826844019163307e-5,0,0
AKIYA,0,0,0,3.206711004790827e-5,0,0
AKIYAMA,0,0,0,1.9240266028744957e-5,0,0
AKIYO,0,0,0,7.696106411497983e-5,3.219471362802227e-5,0
AKIYOSHI,0,0,0,3.8480532057489915e-4,0,0
AKIYUKI,0,0,0,1.090281741628881e-4,0,0
AKIZO,0,0,0,1.2826844019163307e-5,0,0
AKIZUKI,0,0,0,1.2826844019163307e-5,0,0
AKMAL,2.652379184128163e-5,0,0,0,0,0
AKO,0,2.91587694999271e-5,0,1.0261475215330645e-4,0,0
AKON,2.652379184128163e-5,0,0,0,0,0
AKRAM,7.957137552384489e-5,0,0,0,0,0
AKRITI,2.652379184128163e-5,0,0,0,0,0
AKSHARA,7.957137552384489e-5,0,0,0,0,0
AKSHAT,2.1219033473025305e-4,0,0,0,0,0
AKSHATA,2.652379184128163e-5,0,0,0,0,0
AKSHAY,0.001220094424698955,0,0,0,0,0
AKSHAYA,1.0609516736512653e-4,0,0,0,0,0
AKSHAYKUMAR,5.304758368256326e-5,0,0,0,0,0
AKU,0,0,0,6.413422009581653e-6,0,0
AKUA,0,0,0,6.413422009581653e-6,0,0
AKUL,2.652379184128163e-5,0,0,0,0,0
AKURI,0,0,0,1.2826844019163307e-5,0,0
AKUTSU,0,0,0,1.9240266028744957e-5,0,0
AKUZAWA,0,0,0,1.2826844019163307e-5,0,0
AL,1.5914275104768978e-4,0,0.001085481682496608,1.9240266028744957e-5,0,0
ALAIN,2.652379184128163e-5,5.83175389998542e-5,0,6.413422009581653e-6,0,8.3500334001336e-4
ALAKA,5.304758368256326e-5,0,0,0,0,0
ALAM,1.856665428889714e-4,0,0,0,0,0
ALAMGIR,2.652379184128163e-5,0,0,0,0,0
ALAN,3.4480929393666116e-4,4.082227729989795e-4,8.141112618724559e-4,1.9240266028744957e-5,3.219471362802227e-5,0
ALANKRITA,7.957137552384489e-5,0,0,0,0,0
ALANNA,2.652379184128163e-5,2.91587694999271e-5,0,0,0,0
ALASDAIR,2.652379184128163e-5,2.91587694999271e-5,0,0,0,0
ALASTAIR,2.652379184128163e-5,2.91587694999271e-5,0,0,0,0
ALBANO,0,0,1.35685210312076e-4,0,0,0
ALBEE,0,0,1.35685210312076e-4,0,0,0
ALBEN,2.652379184128163e-5,0,0,0,0,0
ALBER,2.652379184128163e-5,0,0,0,0,0
ALBERT,2.1219033473025305e-4,3.4990523399912527e-4,0.0012211668928086838,3.206711004790827e-5,0,5.01002004008016e-4
ALBERTA,0,0,1.35685210312076e-4,0,0,0
ALBERTINA,2.652379184128163e-5,2.91587694999271e-5,0,0,3.219471362802227e-5,0
ALBERTO,2.652379184128163e-5,0,0.0024423337856173677,1.2826844019163307e-5,3.219471362802227e-5,0
ALBERTUS,0,2.91587694999271e-5,0,0,0,0
ALBINO,2.652379184128163e-5,0,2.71370420624152e-4,0,0,0
ALBION,2.652379184128163e-5,0,0,0,0,0
ALDEN,0,0,1.35685210312076e-4,0,0,0
